etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
204    | #skˌintˈiliɑ# | *#st͡ʃentˈejla# | *#ʃtente̯ˈaʎe# | *#ʃtintˈeje# {GOLD: #skɨntˈeje#}
205    | #spˈissus# | *#spˈesu# | *#spˈesu# | *#spˈəs# {GOLD: #spˈes#}
206    | #strˈambum# | *#strˈambu# | *#stɾˈəmbu# | *#strˈɨmb# {GOLD: #strˈɨmb#}
207    | #stˈuppɑ# | *#stˈupa# | *#stˈupə# | *#stˈupə# {GOLD: #stˈupə#}
208    | #ˌadstˌuppˈaː# | *#astupˈa# | *#astupˈa# | *#astupˈa# {GOLD: #astupˈa#}
209    | #stˈuːlɑ# | *#stˈula# | *#stˈuɾə# | *#stˈurə# {GOLD: #stˈurə#}
210    | #tˈortɑ# | *#tˈorta# | *#to̯ˈaɾtə# | *#to̯ˈartə# {GOLD: #to̯ˈartə#}
211    | #ˌululˈɑː# | *#ullˈa# | *#ulˈa# | *#ulˈa# {GOLD: #urlˈa#}
212    | #wˌɑlˈoːrem# | *#valˈore# | *#vəlo̯ˈaɾe# | *#vəlo̯ˈare# {GOLD: #valo̯ˈare#}
213    | #wˌeːssˈiːkɑm# | *#bəsˈika# | *#bəʃˈikə# | *#bəʃˈikə# {GOLD: #bəʃˈikə#}
214    | #wˈiskum# | *#bˈesku# | *#bˈesku# | *#bˈəsk# {GOLD: #vˈɨsk#}
215    | #wˌitˈuleɑ# | *#vetˈujla# | *#vetˈujɾə# | *#vətˈujə# {GOLD: #vətˈuj#}
216    | #wˈiːtrikus# | *#vˈitreku# | *#vjˈitɾeku# | *#vˈitrek# {GOLD: #vˈitreɡ#}
217    | #ˈawus# | *#aˈuʃ# | *#aˈuʃ# | *#aˈuʃ# {GOLD: #aˈuʃ#}
218    | #bˌɑrbˈɑːtum# | *#barbˈatu# | *#bəɾbˈatu# | *#bərbˈat# {GOLD: #bərbˈat#}
219    | #fˈeːtus# | *#fˈetu# | *#fˈetu# | *#fˈət# {GOLD: #fˈət#}
220    | #fˈeːta# | *#fˈeta# | *#fe̯ˈatə# | *#fˈatə# {GOLD: #fˈatə#}
221    | #jˈuwenis# | *#d͡ʒˈueni# | *#d͡ʒˈueɲi# | *#ʒˈuej# {GOLD: #ʒˈune#}
222    | #mˈaskulum# | *#mˈaskulu# | *#mˈaskuɾu# | *#mˈaskur# {GOLD: #mˈaskur#}
223    | #nˈaːtum# | *#nˈatu# | *#nˈatu# | *#nˈat# {GOLD: #nˈat#}
224    | #tˈenerum# | *#tˈɛneru# | *#t͡sˈeneɾu# | *#t͡sˈiner# {GOLD: #tˈɨnər#}
225    | #wˌeterˈaːnum# | *#veterˈanu# | *#veteɾˈənu# | *#veterˈɨn# {GOLD: #bətrˈɨn#}
226    | #kˈorpus# | *#kˈorpu# | *#kˈoɾpu# | *#kˈorp# {GOLD: #kˈorp#}
227    | #stˈaːtum# | *#stˈatu# | *#stˈatu# | *#stˈat# {GOLD: #stˈat#}
228    | #ˌawrˈikulam# | *#awrˈekula# | *#awɾe̯ˈakuɾə# | *#awrˈeke# {GOLD: #urˈeke#}
229    | #bˈarba# | *#bˈarba# | *#bˈaɾbə# | *#bˈarbə# {GOLD: #bˈarbə#}
230    | #bˈukkam# | *#bˈuka# | *#bˈukə# | *#bˈukə# {GOLD: #bˈukə#}
231    | #kˌapitˈiːnam# | *#kapetˈina# | *#kəpet͡sˈinə# | *#kəpet͡sˈinə# {GOLD: #kəpət͡sˈɨnə#}
232    | #kˌerebˈellum# | *#t͡ʃereˈɛllu# | *#t͡ʃeɾejˈelu# | *#t͡ʃerejˈel# {GOLD: #krˈejer#}
233    | #kˌerˈebrum# | *#t͡ʃerˈɛwru# | *#t͡ʃeɾjˈewɾu# | *#t͡ʃerjˈeur# {GOLD: #krˈejer#}
234    | #dˈentem# | *#dˈɛnte# | *#dˈente# | *#dˈinte# {GOLD: #dˈinte#}
235    | #fˈakies# | *#fˈat͡se# | *#fˈat͡se# | *#fˈat͡se# {GOLD: #fˈat͡sə#}
236    | #flˈokkum# | *#flˈoku# | *#flˈoku# | *#flˈok# {GOLD: #flˈok#}
237    | #frˈontem# | *#frˈonte# | *#fɾˈunte# | *#frˈunte# {GOLD: #frˈunte#}
238    | #ɡˈenae̯# | *#d͡ʒˈɛnɛ# | *#d͡ʒˈeɲe# | *#d͡ʒˈije# {GOLD: #d͡ʒe̯ˈanə#}
239    | #ɡˌinɡˈiːwa# | *#d͡ʒend͡ʒˈia# | *#d͡ʒend͡ʒˈia# | *#d͡ʒind͡ʒˈia# {GOLD: #d͡ʒˈinɡie#}
240    | #ɡˈula# | *#ɡˈula# | *#ɡˈuɾə# | *#ɡˈurə# {GOLD: #ɡˈurə#}
241    | #lˈinɡwam# | *#lˈemba# | *#lˈembə# | *#lˈimbə# {GOLD: #lˈimbə#}
242    | #mˌaːksˈillam# | *#masˈella# | *#məse̯ˈa# | *#məse̯ˈa# {GOLD: #məse̯ˈa#}
243    | #nˈaːrem# | *#nˈare# | *#nˈaɾe# | *#nˈare# {GOLD: #nˈarə#}
244    | #nˈaːsum# | *#nˈasu# | *#nˈasu# | *#nˈas# {GOLD: #nˈas#}
245    | #pˌalˈaːtum# | *#palˈatu# | *#pəɾˈatu# | *#pərˈat# {GOLD: #pərˈat͡s#}
246    | #rˈoːstrum# | *#rˈostru# | *#rrˈostɾu# | *#rˈostru# {GOLD: #rˈost#}
247    | #sˌuperkˈilium# | *#supert͡ʃˈejlu# | *#supeɾt͡ʃˈejɾu# | *#supert͡ʃˈer# {GOLD: #sprɨnt͡ʃe̯ˈanə#}
248    | #tˈestam# | *#tˈɛsta# | *#t͡se̯ˈastə# | *#t͡se̯ˈastə# {GOLD: #t͡se̯ˈastə#}
249    | #kˌervˈiːkem# | *#t͡ʃerbˈit͡ʃe# | *#t͡ʃeɾbˈit͡ʃe# | *#t͡ʃerbˈit͡ʃe# {GOLD: #t͡ʃerbˈit͡ʃe#}
250    | #ˈanimam# | *#ˈanma# | *#ˈanmə# | *#ˈanmə# {GOLD: #ˈinimə#}
251    | #kˌatˈeːna# | *#katˈena# | *#kətˈenə# | *#kətˈinə# {GOLD: #kətˈinə#}
252    | #kˈoːleum# | *#kˈojlu# | *#kˈojɾu# | *#kˈoj# {GOLD: #kˈoj#}
253    | #kˈostam# | *#kˈosta# | *#ko̯ˈastə# | *#ko̯ˈastə# {GOLD: #ko̯ˈastə#}
254    | #kˈuːlum# | *#kˈulu# | *#kˈuɾu# | *#kˈur# {GOLD: #kˈur#}
255    | #fˈelem# | *#fˈɛle# | *#fje̯ˈaɾe# | *#fjˈere# {GOLD: #fjˈere#}
256    | #fˌiːkˈaːtum# | *#fikˈatu# | *#fjikˈatu# | *#fikˈat# {GOLD: #fikˈat#}
257    | #ɡlˈaːndula# | *#ɡʎˈandula# | *#ɡʎˈənduɾə# | *#ɡˈindurə# {GOLD: #ɡˈindurə#}
258    | #hˈumerum# | *#ˈumeru# | *#ˈumeɾu# | *#ˈumər# {GOLD: #ˈumər#}
259    | #mˈatiam# | *#mˈat͡sa# | *#mˈat͡sə# | *#mˈat͡sə# {GOLD: #mˈat͡s#}
260    | #mˌinuːtˈalia# | *#menutˈajla# | *#menutˈajɾe# | *#mɨnutˈare# {GOLD: #məruntˈaje#}
261    | #mˈuːskulus# | *#mˈuskulu# | *#mˈuskuɾu# | *#mˈuskur# {GOLD: #mˈuʃki#}
262    | #pˈektus# | *#pˈɛptu# | *#pjˈeptu# | *#pjˈept# {GOLD: #pjˈept#}
263    | #pˈiskem# | *#pˈest͡ʃe# | *#pe̯ˈaʃte# | *#pˈaʃte# {GOLD: #pˈeʃte#}
264    | #rˈeːnem# | *#rˈene# | *#rrˈene# | *#rˈɨjne# {GOLD: #rˈɨnə#}
265    | #rˌeːnˈikulus# | *#renˈekulu# | *#rrenˈekuɾu# | *#rˈɨneke# {GOLD: #rˈinikj#}
266    | #rˌenˈunkulus# | *#renˈunkulu# | *#rrenˈunkuɾu# | *#rɨnˈunke# {GOLD: #rərˈunki#}
267    | #sˈinum# | *#sˈenu# | *#sˈenu# | *#sˈin# {GOLD: #sˈɨn#}
268    | #spˈatʰa# | *#spˈata# | *#spˈatə# | *#spˈatə# {GOLD: #spˈatə#}
269    | #spˌiːnˈaːlem# | *#spinˈale# | *#spinˈaɾe# | *#spinˈare# {GOLD: #spinˈare#}
270    | #splˈeːnem# | *#splˈene# | *#splˈene# | *#splˈine# {GOLD: #splˈinə#}
271    | #sˌubˈaːlam# | *#suˈala# | *#suˈaɾə# | *#suˈarə# {GOLD: #suo̯ˈarə#}
272    | #tˈitiam# | *#tˈet͡sa# | *#te̯ˈat͡sə# | *#te̯ˈat͡sə# {GOLD: #t͡sˈɨt͡sə#}
273    | #trˈunkulum# | *#trˈunkulu# | *#tɾˈunkuɾu# | *#trˈunke# {GOLD: #trˈunki#}
274    | #ˌumbilˈiːkus# | *#umbelˈiku# | *#umbeɾjˈiku# | *#umberˈik# {GOLD: #burˈik#}
275    | #wˌenˈeːnum# | *#venˈenu# | *#venˈenu# | *#vinˈin# {GOLD: #venˈin#}
276    | #wˈentrem# | *#vˈɛntre# | *#vˈentɾe# | *#vˈintre# {GOLD: #vˈintre#}
277    | #weːsˈiːkam# | *#bəsˈika# | *#bəʃˈikə# | *#bəʃˈikə# {GOLD: #bəʃˈikə#}
278    | #ˈarmum# | *#ˈarmu# | *#ˈaɾmu# | *#ˈarmu# {GOLD: #ˈarm#}
279    | #brˈakʰkʰium# | *#brˈat͡su# | *#bɾˈat͡su# | *#brˈat͡s# {GOLD: #brˈat͡s#}
280    | #kˌalkˈaːneum# | *#kalkˈaɲu# | *#kəlkˈəɲu# | *#kəlkˈɨj# {GOLD: #kəlkˈɨi#}
281    | #kˈubitum# | *#kˈuetu# | *#kˈuetu# | *#kˈuet# {GOLD: #kˈot#}
282    | #dˈiɡitus# | *#dˈed͡ʒetu# | *#de̯ˈad͡ʒetu# | *#dˈed͡ʒet# {GOLD: #dˈed͡ʒet#}
283    | #dˌiːrˈeːktum# | *#dirˈeptu# | *#d͡ziɾˈeptu# | *#zirˈept# {GOLD: #drˈept#}
284    | #ɡˌenˈukulum# | *#d͡ʒenˈukulu# | *#d͡ʒenˈukuɾu# | *#d͡ʒinˈuke# {GOLD: #d͡ʒenˈunki#}
285    | #mˈanum# | *#mˈanu# | *#mˈənu# | *#mˈɨn# {GOLD: #mˈɨnə#}
286    | #pˈalmam# | *#pˈalma# | *#pˈalmə# | *#pˈalmə# {GOLD: #pˈalmə#}
287    | #pˌetiˈolum# | *#pet͡ʃˈolu# | *#pet͡ʃˈoɾu# | *#pəʃˈor# {GOLD: #pit͡ʃˈor#}
288    | #pˈulpam# | *#pˈulpa# | *#pˈulpə# | *#pˈulpə# {GOLD: #pˈulpə#}
289    | #ˈunɡulam# | *#ˈunɡula# | *#ˈunɡuɾə# | *#ˈunɡurə# {GOLD: #ˈunɡje#}
290    | #kˈarnem# | *#kˈarne# | *#kˈaɾne# | *#kˈarne# {GOLD: #kˈarne#}
291    | #mˌedˈullam# | *#medˈulla# | *#medˈuvə# | *#mədˈuvə# {GOLD: #mədˈuvə#}
292    | #ˈossum# | *#ˈosu# | *#ˈosu# | *#ˈos# {GOLD: #ˈos#}
293    | #pˈellem# | *#pˈɛlle# | *#pje̯ˈale# | *#pjˈele# {GOLD: #pjˈele#}
294    | #ˌawdˈiː# | *#awdˈi# | *#awdjˈi# | *#adˈi# {GOLD: #auzˈi#}
295    | #ˌaskultˈaː# | *#askultˈa# | *#askultˈa# | *#askultˈa# {GOLD: #askultˈa#}
296    | #kˌirkˈaː# | *#t͡ʃerkˈa# | *#t͡ʃeɾkˈa# | *#t͡ʃerkˈa# {GOLD: #t͡ʃerkˈa#}
297    | #ɡˌustˈaː# | *#ɡustˈa# | *#ɡustˈa# | *#ɡustˈa# {GOLD: #ɡustˈa#}
298    | #ɡˈustum# | *#ɡˈustu# | *#ɡˈustu# | *#ɡˈust# {GOLD: #ɡˈust#}
299    | #sˌentˈiː# | *#sentˈi# | *#sentˈi# | *#sintˈi# {GOLD: #simt͡sˈi#}
300    | #vˌidˈeː# | *#vedˈe# | *#vedˈe# | *#vede̯ˈa# {GOLD: #vede̯ˈa#}
301    | #stˌernuːtˈaː# | *#sternutˈa# | *#steɾnutˈa# | *#sternutˈa# {GOLD: #strənutˈa#}
302    | #sˌufflˈaː# | *#suflˈa# | *#suflˈa# | *#suflˈa# {GOLD: #suflˈa#}
303    | #ˌassudˈaː# | *#asudˈa# | *#asudˈa# | *#asudˈa# {GOLD: #asudˈa#}
304    | #kˌakˈaː# | *#kakˈa# | *#kəkˈa# | *#kəkˈa# {GOLD: #kəkˈa#}
305    | #ˌeksprˌimˈaː# | *#spremˈa# | *#spɾemˈa# | *#sprimˈa# {GOLD: #skremˈe#}
306    | #fˈamem# | *#fˈame# | *#fˈəme# | *#fˈəme# {GOLD: #fo̯ˈame#}
307    | #ˌinɡlˌuttˈiː# | *#enɡlutˈi# | *#enɡʎut͡sˈi# | *#ɨnɡjut͡sˈi# {GOLD: #ɨnɡit͡sˈi#}
308    | #ˌintˈinɡe# | *#entˈend͡ʒe# | *#entˈend͡ʒe# | *#ɨntˈind͡ʒe# {GOLD: #ɨntˈind͡ʒe#}
309    | #lˈaːkrima# | *#lˈakrema# | *#lˈakɾemə# | *#lˈakrimə# {GOLD: #lˈakrimə#}
310    | #mˈuːkkus# | *#mˈuku# | *#mˈuku# | *#mˈuk# {GOLD: #mˈuk#}
311    | #sˌatˈullum# | *#satˈullu# | *#sətˈulu# | *#sətˈul# {GOLD: #sətˈul#}
312    | #sˌaturˈaː# | *#saturˈa# | *#sətuɾˈa# | *#səturˈa# {GOLD: #səturˈa#}
313    | #sˌinɡultˈiː# | *#senɡultˈi# | *#senɡultˈi# | *#sinɡultˈi# {GOLD: #suɡit͡sˈa#}
314    | #sˌorbˈeː# | *#sorbˈe# | *#suɾbˈe# | *#surbˈe# {GOLD: #sorbˈi#}
315    | #sˌuːdˈoːrem# | *#sudˈore# | *#sudo̯ˈaɾe# | *#sudo̯ˈare# {GOLD: #sudo̯ˈare#}
316    | #sˈuːɡe# | *#sˈud͡ʒe# | *#sˈud͡ʒe# | *#sˈud͡ʒe# {GOLD: #sˈud͡ʒe#}
317    | #kˌoːnstˈaː# | *#kostˈa# | *#kustˈa# | *#kustˈa# {GOLD: #kustˈa#}
318    | #fˌaktˈuːram# | *#faptˈura# | *#fəptˈuɾə# | *#fəptˈurə# {GOLD: #fəptˈurə#}
319    | #fˌierˈiː# | *#ferˈi# | *#feɾjˈi# | *#ferˈi# {GOLD: #fˈi#}
320    | #lˌapidˈaː# | *#lapedˈa# | *#ləpedˈa# | *#ləpədˈa# {GOLD: #lepədˈa#}
321    | #nˈaːske# | *#nˈast͡ʃe# | *#nˈaʃte# | *#nˈaʃte# {GOLD: #nˈaʃte#}
322    | #wˈiwum# | *#vˈeu# | *#vˈeu# | *#vˈəw# {GOLD: #vˈiw#}
323    | #vˈiːve# | *#vˈive# | *#vjˈive# | *#vˈive# {GOLD: #vˈie#}
324    | #kˌastiːɡˈaː# | *#kaʃtiɡˈa# | *#kəʃtiɡˈa# | *#kəʃtiɡˈa# {GOLD: #kɨʃtiɡˈa#}
325    | #krˈeːske# | *#krˈest͡ʃe# | *#kɾe̯ˈaʃte# | *#krˈeʃte# {GOLD: #krˈeʃte#}
326    | #dˌormˈiː# | *#dormˈi# | *#duɾmˈi# | *#durmˈi# {GOLD: #dormˈi#}
327    | #dˌormiːtˈaː# | *#dormitˈa# | *#duɾmitˈa# | *#durmitˈa# {GOLD: #dormitˈa#}
328    | #mˌanˈeː# | *#manˈe# | *#mənˈe# | *#mˈɨjne# {GOLD: #mɨne̯ˈa#}
329    | #mˌaːnikˈaː# | *#mankˈa# | *#mənkˈa# | *#mɨnkˈa# {GOLD: #mɨnekˈa#}
330    | #rˌepˌawsˈaː# | *#repasˈa# | *#rrepəsˈa# | *#rəpəsˈa# {GOLD: #rəposˈa#}
331    | #sˈomnum# | *#sˈomnu# | *#sˈomnu# | *#sˈomn# {GOLD: #sˈomn#}
332    | #wˌiɡilˈaː# | *#veɡʎˈa# | *#veɡʎˈa# | *#vəɡe̯ˈa# {GOLD: #veɡe̯ˈa#}
333    | #wˈiːsum# | *#vˈisu# | *#vjˈisu# | *#vˈis# {GOLD: #vˈis#}
334    | #ˌekskˌaldˈaː# | *#skaldˈa# | *#skəldˈa# | *#skəldˈa# {GOLD: #skəldˈa#}
335    | #lˌawˈaː# | *#laˈa# | *#lˈa# | *#lˈa# {GOLD: #lˈa#}
336    | #pˌaːɡˈaːnus# | *#paɡˈanu# | *#pəɡˈənu# | *#pəɡˈɨn# {GOLD: #pɨnɡˈəri#}
337    | #pˌektinˈaː# | *#pestenˈa# | *#pestenˈa# | *#pestinˈa# {GOLD: #pieptənˈa#}
338    | #spˌurkˈaː# | *#spurkˈa# | *#spuɾkˈa# | *#spurkˈa# {GOLD: #spurkˈa#}
339    | #ˈasper# | *#ˈaspre# | *#ˈaspɾe# | *#ˈaspre# {GOLD: #ˈaspru#}
340    | #blˈandus# | *#blˈandu# | *#blˈəndu# | *#blˈɨnd# {GOLD: #blˈɨnd#}
341    | #blˌandˈitia# | *#blandˈet͡sa# | *#blənde̯ˈat͡sə# | *#blɨnde̯ˈat͡sə# {GOLD: #blˈɨndet͡se#}
342    | #kˌertˈaː# | *#t͡ʃertˈa# | *#t͡ʃeɾtˈa# | *#t͡ʃertˈa# {GOLD: #kertˈa#}
343    | #kˌommittˈeː# | *#kometˈe# | *#kumetˈe# | *#kumetˈe# {GOLD: #kumetˈa#}
344    | #kˈompitum# | *#kˈompetu# | *#kˈumpetu# | *#kˈumpət# {GOLD: #kˈumpət#}
345    | #kottizˈaː# | *#kotezˈa# | *#kutezˈa# | *#kutezˈa# {GOLD: #kutezˈa#}
346    | #dolˈeː# | *#dolˈe# | *#duɾˈe# | *#dure̯ˈa# {GOLD: #dure̯ˈa#}
347    | #dˈolum# | *#dˈolu# | *#dˈoɾu# | *#dˈor# {GOLD: #dˈor#}
348    | #ˌekspˌaːwˈeː# | *#spavˈe# | *#spəvˈe# | *#spəve̯ˈa# {GOLD: #sperjˈa#}
349    | #fˌeːlˈiːkem# | *#felˈit͡ʃe# | *#feɾjˈit͡ʃe# | *#ferˈit͡ʃe# {GOLD: #ferˈit͡ʃe#}
350    | #ˌindˌuːrˈaː# | *#endurˈa# | *#enduɾˈa# | *#ɨndurˈa# {GOLD: #ɨndurˈa#}
351    | #ˌintˌerritˈaː# | *#enterretˈa# | *#enterretˈa# | *#ɨnterətˈa# {GOLD: #ɨntərɨtˈa#}
352    | #ˌinwiːtˈaː# | *#envitˈa# | *#envitˈa# | *#ɨnvitˈa# {GOLD: #ɨnvitˈa#}
353    | #mˈalum# | *#mˈalu# | *#mˈaɾu# | *#mˈar# {GOLD: #mˈar#}
354    | #mˈania# | *#mˈajna# | *#mˈajnə# | *#mˈajnə# {GOLD: #mˈɨnie#}
355    | #mˈiːror# | *#mˈiror# | *#mjˈiɾuɾ# | *#mˈirur# {GOLD: #mˈira#}
356    | #mˌiserˈeːre# | *#meserˈere# | *#meseɾe̯ˈaɾe# | *#meserˈere# {GOLD: #meserˈere#}
357    | #mˌoːnstrˈaː# | *#mostrˈa# | *#mustɾˈa# | *#mustrˈa# {GOLD: #mustrˈa#}
358    | #pˌakˈaː# | *#pakˈa# | *#pəkˈa# | *#pəkˈa# {GOLD: #pəkˈa#}
359    | #pˌae̯nitˈeː# | *#pae̯netˈe# | *#pae̯netˈe# | *#pae̯netˈe# {GOLD: #pənətˈa#}
360    | #pˌatˈiː# | *#patˈi# | *#pət͡sˈi# | *#pət͡sˈi# {GOLD: #pət͡sˈi#}
361    | #pˌensˈaː# | *#pesˈa# | *#pesˈa# | *#pəsˈa# {GOLD: #pəsˈa#}
362    | #pˈensum# | *#pˈesu# | *#pˈesu# | *#pˈəs# {GOLD: #pˈəs#}
363    | #piɡritˈaːriː# | *#peɡretˈari# | *#peɡɾetˈaɾji# | *#peɡretˈarj# {GOLD: #pred͡ʒetˈa#}
364    | #plaːkˈeː# | *#plat͡ʃˈe# | *#plət͡ʃˈe# | *#plət͡ʃe̯ˈa# {GOLD: #plət͡ʃe̯ˈa#}
365    | #planɡˈeː# | *#pland͡ʒˈe# | *#plənd͡ʒˈe# | *#plˈɨnd͡ʒe# {GOLD: #plɨnɡˈe#}
366    | #rˈiːde# | *#rˈide# | *#rrˈide# | *#rˈɨde# {GOLD: #rˈɨde#}
367    | #rˈisum# | *#rˈesu# | *#rrˈesu# | *#rˈəs# {GOLD: #rˈɨs#}
368    | #sentˈiː# | *#sentˈi# | *#sentˈi# | *#sintˈi# {GOLD: #simt͡sˈi#}
369    | #sufferrˈiː# | *#suferrˈi# | *#suferrˈi# | *#suferˈɨ# {GOLD: #suferˈi#}
370    | #superˈaː# | *#superˈa# | *#supeɾˈa# | *#supərˈa# {GOLD: #supərˈa#}
371    | #suspiːrˈaː# | *#suspirˈa# | *#suspiɾˈa# | *#suspirˈa# {GOLD: #suspinˈa#}
372    | #timˈeː# | *#temˈe# | *#temˈe# | *#timˈe# {GOLD: #temˈe#}
373    | #timˈoːrem# | *#temˈore# | *#temo̯ˈaɾe# | *#timo̯ˈare# {GOLD: #temo̯ˈare#}
374    | #tremulˈaː# | *#tremlˈa# | *#tɾemlˈa# | *#trimlˈa# {GOLD: #tremurˈa#}
375    | #trˈiːstis# | *#trˈiʃti# | *#tɾˈiʃti# | *#trˈiʃtj# {GOLD: #trˈist#}
376    | #turbˈaː# | *#turbˈa# | *#tuɾbˈa# | *#turbˈa# {GOLD: #turbˈa#}
377    | #turbulˈaː# | *#turbulˈa# | *#tuɾbuɾˈa# | *#turburˈa# {GOLD: #tulburˈa#}
378    | #wirtˈuːtem# | *#vertˈute# | *#veɾtˈute# | *#vərtˈute# {GOLD: #vɨrtˈute#}
379    | #kˌirkitˈaː# | *#t͡ʃert͡ʃetˈa# | *#t͡ʃeɾt͡ʃetˈa# | *#t͡ʃert͡ʃetˈa# {GOLD: #t͡ʃert͡ʃetˈa#}
380    | #kˌoːɡitˈaː# | *#kod͡ʒetˈa# | *#kud͡ʒetˈa# | *#kud͡ʒetˈa# {GOLD: #kud͡ʒetˈa#}
381    | #kˌoɡnˈoːske# | *#komnˈost͡ʃe# | *#kumno̯ˈaʃte# | *#kumno̯ˈaʃte# {GOLD: #kuno̯ˈaʃte#}
382    | #krˈeːde# | *#krˈede# | *#kɾe̯ˈade# | *#krˈede# {GOLD: #krˈede#}
383    | #ˌintˌelleːktiˈoːnem# | *#entellet͡ʃˈone# | *#entelet͡ʃˈune# | *#ɨnteleʃˈune# {GOLD: #ɨnt͡selept͡ʃjˈune#}
384    | #ˌintˌellˈeːktum# | *#entellˈeptu# | *#entelˈeptu# | *#ɨntelˈept# {GOLD: #ɨnt͡selˈept#}
385    | #ˌintˌellˈiɡe# | *#entellˈed͡ʒe# | *#entele̯ˈad͡ʒe# | *#ɨntelˈed͡ʒe# {GOLD: #ɨnt͡selˈeɡe#}
386    | #juːdikˈaː# | *#d͡ʒudekˈa# | *#d͡ʒudekˈa# | *#ʒudekˈa# {GOLD: #ʒudekˈa#}
387    | #mˈentem# | *#mˈɛnte# | *#mˈente# | *#mˈinte# {GOLD: #mˈinte#}
388    | #mentiˈoːnem# | *#ment͡ʃˈone# | *#ment͡ʃˈune# | *#mɨnʃˈune# {GOLD: #mint͡ʃˈunə#}
389    | #mentˈiːriː# | *#mentˈiri# | *#mentˈiɾji# | *#mintˈirj# {GOLD: #mint͡sˈi#}
390    | #parˈeː# | *#parˈe# | *#pəɾˈe# | *#pəre̯ˈa# {GOLD: #pəre̯ˈa#}
391    | #perkˈipe# | *#pert͡ʃˈepe# | *#peɾt͡ʃe̯ˈape# | *#pərt͡ʃˈepe# {GOLD: #prit͡ʃˈepe#}
392    | #skˈioː# | *#t͡ʃˈo# | *#t͡ʃˈo# | *#ʃˈo# {GOLD: #ʃtˈi#}
393    | #sˌanitˈaːtem# | *#santˈate# | *#səntˈate# | *#sɨntˈate# {GOLD: #sənətˈate#}
394    | #sˌanitˈoːsum# | *#santˈosu# | *#səntˈosu# | *#sɨntˈos# {GOLD: #sənətˈos#}
395    | #wˌindikˈaː# | *#vendekˈa# | *#vendekˈa# | *#vindekˈa# {GOLD: #vindekˈa#}
396    | #wˌirtuˈoːsum# | *#vertˈosu# | *#veɾtˈosu# | *#vərtˈos# {GOLD: #vɨrtˈos#}
397    | #ˌarˈaneam# | *#arˈajna# | *#aɾˈajnə# | *#arˈajnə# {GOLD: #rɨje#}
398    | #kˈae̯kia# | *#t͡ʃˈɛt͡sa# | *#t͡ʃe̯ˈat͡sə# | *#t͡ʃe̯ˈat͡sə# {GOLD: #t͡ʃe̯ˈat͡sə#}
399    | #katˈellum# | *#katˈɛllu# | *#kət͡sˈelu# | *#kət͡sˈel# {GOLD: #kət͡sˈel#}
400    | #kˈossis# | *#kˈosi# | *#kˈoʃi# | *#kˈoʃj# {GOLD: #kˈoʃ#}
401    | #kˈyma# | *#t͡ʃˈema# | *#t͡ʃˈemə# | *#t͡ʃe̯ˈamə# {GOLD: #t͡ʃˈumə#}
402    | #dˌoloːrˈoːsus# | *#dolorˈosu# | *#duɾuɾˈosu# | *#dururˈos# {GOLD: #dururˈos#}
403    | #fˈebrem# | *#fˈɛwre# | *#fje̯ˈawɾe# | *#fjˈeure# {GOLD: #fjˈor#}
404    | #frˈiːɡora# | *#frˈiɡora# | *#fɾˈiɡuɾə# | *#frˈiɡurə# {GOLD: #frˈiɡuri#}
405    | #ɡˈeme# | *#d͡ʒˈɛme# | *#d͡ʒˈeme# | *#d͡ʒˈeme# {GOLD: #d͡ʒˈeme#}
406    | #ɡˈemitum# | *#d͡ʒˈɛmtu# | *#d͡ʒˈemtu# | *#d͡ʒe̯ˈamt# {GOLD: #ɡe̯ˈamət#}
407    | #ɡˈuttam# | *#ɡˈuta# | *#ɡˈutə# | *#ɡˈutə# {GOLD: #ɡˈutə#}
408    | #hˌordˈeolum# | *#ord͡ʒˈolu# | *#uɾd͡ʒˈoɾu# | *#urʒˈor# {GOLD: #urt͡ʃˈor#}
409    | #jˌakˈeː# | *#d͡ʒat͡ʃˈe# | *#d͡ʒət͡ʃˈe# | *#d͡ʒət͡ʃe̯ˈa# {GOLD: #zət͡ʃe̯ˈa#}
410    | #jˌakˈeː# | *#d͡ʒat͡ʃˈe# | *#d͡ʒət͡ʃˈe# | *#d͡ʒət͡ʃe̯ˈa# {GOLD: #d͡ʒət͡ʃe̯ˈa#}
411    | #lˌae̯sionˈaː# | *#lae̯ʃonˈa# | *#lae̯ʃunˈa# | *#lae̯ʃunˈa# {GOLD: #leʃinˈa#}
412    | #lˌanɡwˈeːskoː# | *#land͡ʒˈesko# | *#lənd͡ʒˈesku# | *#lɨnd͡ʒˈesk# {GOLD: #lɨnd͡ʒˈesk#}
413    | #lˈanɡwidus# | *#lˈand͡ʒedu# | *#lˈənd͡ʒedu# | *#lˈɨnd͡ʒed# {GOLD: #lˈɨnt͡ʃed#}
414    | #lˌanɡwˈoːrem# | *#lanɡˈore# | *#lənɡo̯ˈaɾe# | *#lɨnɡo̯ˈare# {GOLD: #lɨnɡo̯ˈare#}
415    | #morˈiːriː# | *#morˈiri# | *#muɾjˈiɾji# | *#murˈirj# {GOLD: #murˈi#}
416    | #mˈors# | *#mˈoj# | *#mˈoj# | *#mˈoj# {GOLD: #mo̯ˈarte#}
417    | #mˌortikˈiːna# | *#mortet͡ʃˈina# | *#muɾtet͡ʃˈinə# | *#murtet͡ʃˈinə# {GOLD: #mortət͡ʃjˈune#}
